urn,estab,laestab,school_name,broad_phase_of_school,detailed_phase_school,type,phase_type_grouping,trust,typeofestablishment_name,special_school,alternative_provision,all_through_school,parl_con_code,parl_con_name,ward_code,ward_name,school_postcode,academy_flag,school_size,total_early_years_girls,total_early_years_boys,total_early_years_E1_and_E2,total_nursery_girls,total_nursery_boys,total_nursery_N1_and_N2,total_reception_girls,total_reception_boys,total_reception,KS1_girls,KS1_boys,KS1_total,KS2_girls,KS2_boys,KS2_total,KS3_girls,KS3_boys,KS3_total,KS4_girls,KS4_boys,KS4_total,KS5_girls,KS5_boys,KS5_total,total_girls,total_boys,total_fulltime,total_parttime,total_pupils,fte_pupils,number_pupils_eligible_FSMs,%_pupils_eligible_FSMs,number of pupils known to be eligible for free school meals (Performance Tables),%_ pupils_known_eligible_for_FSMs_performance_table,artsmark_progress,most_recent_award,artsaward,artsaward_combined_arts,artsaward_craft,artsaward_dance,artsaward_design,artsaward_film_video,artsaward_literature,artsaward_music,artsaward_photography,arts_award_technical_production,artsaward_theatre_drama,artsaward_visualarts,artsaward_other,KS4_technical_award_entries_art_design,KS4_GCSE_entries_art_design,KS4_GCSE_entries_art_design_3d,KS4_GCSE_entries_art_design_fineart,KS4_GCSE_entries_art_design_graphics,KS4_GCSE_entries_art_design_photography,KS4_GCSE_entries_art_design_textiles,KS4_GCSE_entries_d&t_food_tech,KS4_GCSE_entries_d&t,KS4_technical_entries_dance_general,KS4_GCSE_entries_dance,KS4_GCSE_entries_drama&theatre,KS4_technical_entries_engineeering,KS4_GCSE_entries_film_studies,KS4_technical_award_graphic_design,KS4_GCSE_entries_media_film_tv_studies,KS4_technical_award_entries_multimedia,KS4_GCSE_entries_music,music_performance_group_Grade6_Performing_Arts,music_performance_group_grade7_performing_arts,music_performance_group_grade8_performing_arts,KS4_technical_award_entries_music_studies_general,KS4_technical_award_entries_music_performance_group,KS4_technical_award_entries_music_tech_electronic,KS4_technical_award_entries_speech_and_drama,KS5_BTEC_certificate_art_design,KS5_BTEC_diploma_art_design,KS5_Alevel_art_design,KS5_Alevel_art_design_3D,KS5_Alevel_art_design_fine_art,KS5_Alevel_art_design_graphics,KS5_AS_art_design_photography,KS5_ALevel_art_design_photography,KS5_ALevel_art_design_textiles,KS5_ALevel_design_and_tech_product_design,KS5_ALevel_drama_and_theatre,KS5_Engineeering_OCR_technical_diploma,KS5_engineeering_OCR_extended_certificate,KS5_Engineeering_VRQ_level3,KS5_Engineeering_OCR_technical_foundation_diploma,KS5_ASLevel_film_studies,KS5_ALevel_film_studies,KS5_OCR_level3_multimedia,KS5_OCR_extended_level3_multimedia,KS5_ALevel_media_film_tv_studies,KS5_BTEC_Level3_music_performance_group,KS5_VRQ_Level3_music_performance_group,KS5_ASLevel_music,KS5_ALevel_music,KS5_ALevel_music_technology,KS5_BTEC_Level3_speech_and_drama_group
139351,4601,3834601,St. Mary's Menston Catholic Voluntary Academy,Secondary,Secondary,Academy & Free Schools,State-funded secondary,The Bishop Wheeler Catholic Academy Trust,Academy converter,,,,E14000886,Pudsey,E05011395,Guiseley & Rawdon,LS29 6AE,Academy,1201 to 1300 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,306,605,191,211,402,118,103,221,608,620,1228,0,1228,1228,65,5.3,57,5.7,,,,,,,,,,,,,,,,,,,44,,,,41,31,,,25,,,,44,,21,,,,,,,28,,,,,4,,,,5,3,5,,,,,,,,,,,,,2,,
147633,2033,3832033,St. Marys Church of England Primary Academy,Primary,Primary,Academy & Free Schools,State-funded primary,Collaborative Learning Trust,Academy sponsor led,,,,E14000777,Leeds Central,E05011399,Hunslet & Riverside,LS10 2QY,Academy,201 to 300 pupils,0,0,0,0,0,0,13,15,28,26,38,64,80,85,165,0,0,0,0,0,0,0,0,0,119,138,257,0,257,257,100,38.9,100,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108047,3908,3833908,St. Matthew's Church of England Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000779,Leeds North East,E05011390,Chapel Allerton,LS7 3QF,LA Maintained,301 to 400 pupils,0,0,0,0,0,0,24,19,43,67,52,119,115,123,238,0,0,0,0,0,0,0,0,0,206,194,400,0,400,400,62,15.5,62,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108029,3375,3833375,St. Nicholas Catholic Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000778,Leeds East,E05011394,Gipton & Harehills,LS9 6QY,LA Maintained,301 to 400 pupils,0,0,0,0,0,0,18,28,46,40,50,90,93,85,178,0,0,0,0,0,0,0,0,0,151,163,314,0,314,314,78,24.8,78,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108008,3350,3833350,St. Oswald's CofE Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000886,Pudsey,E05011395,Guiseley & Rawdon,LS20 9BT,LA Maintained,301 to 400 pupils,0,0,0,0,0,0,16,41,57,50,51,101,124,113,237,0,0,0,0,0,0,0,0,0,190,205,395,0,395,395,60,15.2,60,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108036,3382,3833382,St. Patrick Catholic Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000777,Leeds Central,E05011388,Burmantofts & Richmond Hill,LS9 7QL,LA Maintained,201 to 300 pupils,0,0,0,0,0,0,13,17,30,33,26,59,51,68,119,0,0,0,0,0,0,0,0,0,97,111,208,0,208,208,77,37,77,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108050,3911,3833911,St. Peter's Church of England Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000777,Leeds Central,E05011388,Burmantofts & Richmond Hill,LS9 7SG,LA Maintained,201 to 300 pupils,0,0,0,29,19,48,14,16,30,29,33,62,59,61,120,0,0,0,0,0,0,0,0,0,131,129,217,43,260,238.5,119,45.8,119,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108033,3379,3833379,St. Philip's Catholic Primary and Nursery School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000777,Leeds Central,E05011404,Middleton Park,LS10 3SL,LA Maintained,201 to 300 pupils,0,0,0,14,11,25,14,17,31,27,31,58,75,57,132,0,0,0,0,0,0,0,0,0,130,116,240,6,246,243,45,18.3,44,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108039,3385,3833385,St. Theresa's Catholic Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000778,Leeds East,E05011391,Cross Gates & Whinmoor,LS15 8RQ,LA Maintained,401 to 500 pupils,0,0,0,37,25,62,33,27,60,59,63,122,122,117,239,0,0,0,0,0,0,0,0,0,251,232,465,18,483,474,65,13.5,64,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147483,3373,3833373,St. Urban's Catholic Primary School,Primary,Primary,Voluntary,State-funded primary,St Gregory The Great Catholic Academy Trust,Academy converter,,,,E14000779,Leeds North East,E05011405,Moortown,LS6 4QD,Academy,201 to 300 pupils,0,0,0,0,0,0,16,13,29,28,32,60,65,54,119,0,0,0,0,0,0,0,0,0,109,99,208,0,208,208,26,12.5,26,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107966,2490,3832490,Stanningley Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000781,Leeds West,E05011387,Bramley & Stanningley,LS28 6PE,LA Maintained,201 to 300 pupils,0,0,0,11,13,24,18,12,30,28,31,59,53,66,119,0,0,0,0,0,0,0,0,0,110,122,211,21,232,221.5,59,25.4,58,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134405,3917,3833917,Strawberry Fields Primary School,Primary,Primary,Foundation,State-funded primary,The School Partnership Trust (Spt),Foundation school,,,,E14000689,Elmet and Rothwell,E05013830,Garforth & Swillington,LS25 1LL,LA Maintained,301 to 400 pupils,0,0,0,20,16,36,13,20,33,49,40,89,79,103,182,0,0,0,0,0,0,0,0,0,161,179,316,24,340,328,57,16.8,56,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107967,2491,3832491,Summerfield Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000781,Leeds West,E05011387,Bramley & Stanningley,LS13 1DQ,LA Maintained,201 to 300 pupils,0,0,0,7,12,19,11,18,29,29,27,56,58,55,113,0,0,0,0,0,0,0,0,0,105,112,210,7,217,213.5,77,35.5,75,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107944,2468,3832468,Swarcliffe Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000778,Leeds East,E05011391,Cross Gates & Whinmoor,LS14 5JW,LA Maintained,301 to 400 pupils,0,0,0,18,17,35,20,16,36,49,41,90,85,81,166,0,0,0,0,0,0,0,0,0,172,155,314,13,327,320.5,146,44.6,145,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143239,2328,3832328,Swillington Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,The Brigshaw Learning Partnership,Academy converter,,,,E14000689,Elmet and Rothwell,E05013830,Garforth & Swillington,LS26 8DX,Academy,201 to 300 pupils,0,0,0,11,19,30,18,8,26,26,26,52,49,49,98,0,0,0,0,0,0,0,0,0,104,102,188,18,206,197,57,27.7,49,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107979,2503,3832503,Swinnow Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000886,Pudsey,E05011409,Pudsey,LS13 4PG,LA Maintained,201 to 300 pupils,8,7,15,14,14,28,17,13,30,28,30,58,56,64,120,0,0,0,0,0,0,0,0,0,123,128,251,0,251,251,76,30.3,76,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107908,2432,3832432,Talbot Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000779,Leeds North East,E05011411,Roundhay,LS8 1AF,LA Maintained,401 to 500 pupils,0,0,0,21,26,47,32,27,59,65,58,123,128,142,270,0,0,0,0,0,0,0,0,0,246,253,471,28,499,485,31,6.2,31,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141883,4068,3834068,Temple Learning Academy,Through School,Through School,Academy & Free Schools,State-funded secondary,Red Kite Learning Trust,Free schools,,,Yes,E14000778,Leeds East,E05013831,Temple Newsam,LS15 0NN,Academy,901 to 1000 pupils,0,0,0,0,0,0,21,26,47,55,63,118,109,127,236,180,153,333,99,136,235,0,0,0,464,505,969,0,969,969,537,55.4,537,55.4,,,,,,,,,,,,,,,,,20,,,,,7,31,18,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
146247,4046,3834046,Temple Moor High School,Secondary,Secondary,Academy & Free Schools,State-funded secondary,Red Kite Learning Trust,Academy converter,,,,E14000778,Leeds East,E05013831,Temple Newsam,LS15 0PT,Academy,1301 to 1400 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,360,710,233,205,438,97,64,161,680,629,1309,0,1309,1309,259,19.8,234,20.4,,,,,,,,,,,,,,,,18,,,52,,,,,55,1,,,,,,,34,,,,,,18,1,13,,,,,7,1,1,4,,5,,,,,,,,,5,,,8,,,,
146218,2465,3832465,Templenewsam Halton Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,Red Kite Learning Trust,Academy converter,,,,E14000778,Leeds East,E05013831,Temple Newsam,LS15 7SY,Academy,401 to 500 pupils,0,0,0,18,18,36,34,26,60,60,60,120,107,129,236,0,0,0,0,0,0,0,0,0,219,233,436,16,452,444,69,15.3,68,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141140,1112,3831112,The Elland Academy,N/A,N/A,Academy & Free Schools,State-funded AP school,Delta Academies Trust,Free schools alternative provision,,Yes,,E14000777,Leeds Central,E05012647,Beeston & Holbeck,LS12 6DQ,Academy,Up to 100 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,2,2,2,100,2,100,Working towards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137577,4026,3834026,The Farnley Academy,Secondary,Secondary,Academy & Free Schools,State-funded secondary,The Gorse Academies Trust,Academy sponsor led,,,,E14000781,Leeds West,E05012648,Farnley & Wortley,LS12 5EU,Academy,1401 to 1500 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,479,909,263,318,581,0,0,0,693,797,1490,0,1490,1490,423,28.4,423,28.4,,,,,,,,,,,,,,,,36,,,60,,,,,,,,30,,,,,,,4,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108108,6057,3836057,The Froebelian School,Primary,Primary,Independent,Independent school,,Other independent school,,,,E14000886,Pudsey,E05011547,Horsforth,LS18 4LB,Independent,101 to 200 pupils,#VALUE!,#VALUE!,z,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,74,79,153,0,153,153,z,z,z,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108113,6112,3836112,The Grammar School At Leeds,Through School,Through School,Independent,Independent school,,Other independent school,,,,E14000779,Leeds North East,E05012842,Alwoodley,LS17 8GS,Independent,1701 pupils and over,#VALUE!,#VALUE!,z,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,995,1100,2065,30,2095,2080,z,z,z,z,,,,,,,,,,,,,,,,,24,,,,,,21,36,,,21,,,,,,14,3,2,1,,,,,,,12,,,,,,,2,4,,,,,,,,,,,,,6,,
136392,4101,3834101,The Morley Academy,Secondary,Secondary,Academy & Free Schools,State-funded secondary,The Gorse Academies Trust,Academy converter,,,,E14000826,Morley and Outwood,E05011407,Morley South,LS27 0PD,Academy,1401 to 1500 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,444,859,310,260,570,0,0,0,725,704,1429,0,1429,1429,251,17.6,251,17.6,,,,,,,,,,,,,,,,16,51,,,,36,,,,,,71,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146339,6006,3836006,The Pivot Academy LS East,Through School,Through School,Independent,Independent school,,Other independent special school,Yes,,,E14000778,Leeds East,E05011400,Killingbeck & Seacroft,LS14 6UF,Independent,Up to 100 pupils,#VALUE!,#VALUE!,z,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,8,47,54,1,55,54.5,z,z,z,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140565,4067,3834067,The Ruth Gorse Academy,Secondary,Secondary,Academy & Free Schools,State-funded secondary,The Gorse Academies Trust,Free schools,,,,E14000777,Leeds Central,E05011399,Hunslet & Riverside,LS10 1HW,Academy,1301 to 1400 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,379,786,254,261,515,0,0,0,661,640,1301,0,1301,1301,594,45.7,593,45.6,,,,,,,,,,,,,,,,48,14,,3,,,,1,,,,,,,,,,,,,,29,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,
143761,1113,3831113,The Stephen Longfellow Academy,N/A,N/A,Academy & Free Schools,State-funded AP school,The Gorse Academies Trust,Free schools alternative provision,,Yes,,E14000777,Leeds Central,E05012647,Beeston & Holbeck,LS11 8PG,Academy,Up to 100 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146003,3044,3833044,Thorner Church of England Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,Elevate Multi Academy Trust,Academy converter,,,,E14000689,Elmet and Rothwell,E05011396,Harewood,LS14 3JD,Academy,201 to 300 pupils,0,0,0,0,0,0,15,12,27,30,29,59,56,60,116,0,0,0,0,0,0,0,0,0,101,101,202,0,202,202,19,9.4,19,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107832,2312,3832312,Thorpe Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000826,Morley and Outwood,E05011384,Ardsley & Robin Hood,WF3 3DG,LA Maintained,201 to 300 pupils,0,0,0,14,19,33,12,18,30,28,32,60,65,53,118,0,0,0,0,0,0,0,0,0,119,122,229,12,241,235,49,20.3,46,20.1,Registered,,YES,,YES,YES,YES,,,YES,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107855,2348,3832348,Tranmere Park Primary School,Primary,Primary,Foundation,State-funded primary,Aireborough Learning Partnership,Foundation school,,,,E14000886,Pudsey,E05011395,Guiseley & Rawdon,LS20 8JJ,LA Maintained,301 to 400 pupils,0,0,0,0,0,0,21,22,43,42,50,92,89,93,182,0,0,0,0,0,0,0,0,0,152,165,317,0,317,317,6,1.9,6,1.9,Registered,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148560,4080,3834080,Trinity Academy Leeds,Secondary,Secondary,Academy & Free Schools,State-funded secondary,Trinity Multi Academy Trust,Free schools,,,,E14000777,Leeds Central,E05011388,Burmantofts & Richmond Hill,LS9 7QL,Academy,401 to 500 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,227,477,0,0,0,0,0,0,250,227,477,0,477,477,255,53.5,255,53.5,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142604,4072,3834072,University Technical College Leeds,Secondary,Secondary,Academy & Free Schools,State-funded secondary,Leeds Advanced Manufacturing Utc Limited,University technical college,,,,E14000777,Leeds Central,E05011399,Hunslet & Riverside,LS10 1LA,Academy,401 to 500 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,210,264,21,140,161,75,350,425,0,425,425,102,24,67,25.3,,,,,,,,,,,,,,,,,,,,,,,,41,,,,100,,,,,,,,,,,1,,,,,,,,,,,6,,37,27,2,1,,,,,,,,,,,
131111,3928,3833928,Valley View Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000781,Leeds West,E05011387,Bramley & Stanningley,LS13 1DD,LA Maintained,401 to 500 pupils,0,0,0,18,23,41,34,24,58,57,61,118,123,118,241,0,0,0,0,0,0,0,0,0,232,226,458,0,458,458,86,18.8,86,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142450,2454,3832454,Victoria Primary Academy,Primary,Primary,Academy & Free Schools,State-funded primary,Wellspring Academy Trust,Academy converter,,,,E14000777,Leeds Central,E05011388,Burmantofts & Richmond Hill,LS9 9ER,Academy,401 to 500 pupils,0,0,0,15,24,39,16,33,49,35,57,92,108,123,231,0,0,0,0,0,0,0,0,0,174,237,381,30,411,396,214,52.1,207,54.3,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107897,2421,3832421,Weetwood Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000780,Leeds North West,E05011413,Weetwood,LS16 5NW,LA Maintained,201 to 300 pupils,0,0,0,20,28,48,16,14,30,28,32,60,58,62,120,0,0,0,0,0,0,0,0,0,122,136,239,19,258,248.5,7,2.7,6,2.5,Awarded,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107846,2334,3832334,West End Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000886,Pudsey,E05011547,Horsforth,LS18 5JP,LA Maintained,201 to 300 pupils,0,0,0,19,12,31,16,13,29,44,36,80,53,69,122,0,0,0,0,0,0,0,0,0,132,130,261,1,262,261.5,6,2.3,6,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108133,7072,3837072,West Oaks School,N/A,N/A,Special School,State-funded special school,,Community special school,Yes,,,E14000777,Leeds Central,E05011403,Little London & Woodhouse,LS6 2ST,LA Maintained,401 to 500 pupils,0,0,0,0,1,1,2,6,8,6,24,30,18,93,111,39,94,133,15,49,64,13,50,63,93,317,410,0,410,410,151,36.8,131,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134884,7074,3837074,West Specialist Inclusive Learning Centre,N/A,N/A,Special School,State-funded special school,,Community special school,Yes,,,E14000781,Leeds West,E05011387,Bramley & Stanningley,LS28 6HL,LA Maintained,201 to 300 pupils,0,0,0,0,1,1,2,1,3,12,12,24,15,32,47,18,43,61,15,28,43,19,47,66,81,164,245,0,245,245,120,49,90,50.3,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
107861,2364,3832364,Westbrook Lane Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000886,Pudsey,E05011547,Horsforth,LS18 5AH,LA Maintained,201 to 300 pupils,0,0,0,0,0,0,13,17,30,28,31,59,56,64,120,0,0,0,0,0,0,0,0,0,97,112,209,0,209,209,8,3.8,8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142452,2297,3832297,Westerton Primary Academy,Primary,Primary,Academy & Free Schools,State-funded primary,Leodis Academies Trust,Academy converter,,,,E14000826,Morley and Outwood,E05011407,Morley South,WF3 1AR,Academy,701 to 800 pupils,0,0,0,40,34,74,41,49,90,81,99,180,172,187,359,0,0,0,0,0,0,0,0,0,334,369,658,45,703,680.5,75,10.7,69,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107879,2403,3832403,Westgate Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000780,Leeds North West,E05011549,Otley & Yeadon,LS21 3JS,LA Maintained,201 to 300 pupils,0,0,0,20,13,33,12,18,30,25,35,60,61,59,120,0,0,0,0,0,0,0,0,0,118,125,231,12,243,237,24,9.9,24,10.4,Awarded,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107827,2302,3832302,Westroyd Primary School and Nursery,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000886,Pudsey,E05011389,Calverley & Farsley,LS28 5BH,LA Maintained,201 to 300 pupils,0,0,0,17,24,41,10,14,24,21,30,51,52,60,112,0,0,0,0,0,0,0,0,0,100,128,228,0,228,228,39,17.1,39,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107954,2478,3832478,Westwood Primary School,Primary,Primary,Foundation,State-funded primary,The Learning Trust (South Leeds),Foundation school,,,,E14000777,Leeds Central,E05011404,Middleton Park,LS10 4NU,LA Maintained,301 to 400 pupils,0,0,0,16,24,40,21,16,37,38,41,79,79,81,160,0,0,0,0,0,0,0,0,0,154,162,288,28,316,302,159,50.3,138,47.9,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108088,4111,3834111,Wetherby High School,Secondary,Secondary,Foundation,State-funded secondary,Leeds Learning Alliance,Foundation school,,,,E14000689,Elmet and Rothwell,E05011414,Wetherby,LS22 6JS,LA Maintained,701 to 800 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,226,446,126,132,258,0,0,0,346,358,704,0,704,704,167,23.7,167,23.7,,,,,,,,,,,,,,,,,1,,34,,,,20,22,,,31,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107995,3045,3833045,Wetherby St James' Church of England Voluntary Controlled Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary controlled school,,,,E14000689,Elmet and Rothwell,E05011414,Wetherby,LS22 6JS,LA Maintained,101 to 200 pupils,0,0,0,8,7,15,9,7,16,23,23,46,33,22,55,0,0,0,0,0,0,0,0,0,73,59,121,11,132,126.5,38,28.8,38,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107969,2493,3832493,Whingate Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000781,Leeds West,E05011385,Armley,LS12 3DS,LA Maintained,401 to 500 pupils,0,0,0,26,25,51,33,24,57,58,62,120,111,119,230,0,0,0,0,0,0,0,0,0,228,230,405,53,458,431.5,181,39.5,170,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108051,3912,3833912,Whinmoor St Paul's Church of England Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000778,Leeds East,E05011391,Cross Gates & Whinmoor,LS14 1EG,LA Maintained,201 to 300 pupils,0,0,0,12,14,26,16,14,30,27,33,60,59,61,120,0,0,0,0,0,0,0,0,0,114,122,236,0,236,236,34,14.4,34,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
