urn,estab,laestab,school_name,broad_phase_of_school,detailed_phase_school,type,phase_type_grouping,trust,typeofestablishment_name,special_school,alternative_provision,all_through_school,parl_con_code,parl_con_name,ward_code,ward_name,school_postcode,academy_flag,school_size,total_early_years_girls,total_early_years_boys,total_early_years_E1_and_E2,total_nursery_girls,total_nursery_boys,total_nursery_N1_and_N2,total_reception_girls,total_reception_boys,total_reception,KS1_girls,KS1_boys,KS1_total,KS2_girls,KS2_boys,KS2_total,KS3_girls,KS3_boys,KS3_total,KS4_girls,KS4_boys,KS4_total,KS5_girls,KS5_boys,KS5_total,total_girls,total_boys,total_fulltime,total_parttime,total_pupils,fte_pupils,number_pupils_eligible_FSMs,%_pupils_eligible_FSMs,number of pupils known to be eligible for free school meals (Performance Tables),%_ pupils_known_eligible_for_FSMs_performance_table,artsmark_progress,most_recent_award,artsaward,artsaward_combined_arts,artsaward_craft,artsaward_dance,artsaward_design,artsaward_film_video,artsaward_literature,artsaward_music,artsaward_photography,arts_award_technical_production,artsaward_theatre_drama,artsaward_visualarts,artsaward_other,KS4_technical_award_entries_art_design,KS4_GCSE_entries_art_design,KS4_GCSE_entries_art_design_3d,KS4_GCSE_entries_art_design_fineart,KS4_GCSE_entries_art_design_graphics,KS4_GCSE_entries_art_design_photography,KS4_GCSE_entries_art_design_textiles,KS4_GCSE_entries_d&t_food_tech,KS4_GCSE_entries_d&t,KS4_technical_entries_dance_general,KS4_GCSE_entries_dance,KS4_GCSE_entries_drama&theatre,KS4_technical_entries_engineeering,KS4_GCSE_entries_film_studies,KS4_technical_award_graphic_design,KS4_GCSE_entries_media_film_tv_studies,KS4_technical_award_entries_multimedia,KS4_GCSE_entries_music,music_performance_group_Grade6_Performing_Arts,music_performance_group_grade7_performing_arts,music_performance_group_grade8_performing_arts,KS4_technical_award_entries_music_studies_general,KS4_technical_award_entries_music_performance_group,KS4_technical_award_entries_music_tech_electronic,KS4_technical_award_entries_speech_and_drama,KS5_BTEC_certificate_art_design,KS5_BTEC_diploma_art_design,KS5_Alevel_art_design,KS5_Alevel_art_design_3D,KS5_Alevel_art_design_fine_art,KS5_Alevel_art_design_graphics,KS5_AS_art_design_photography,KS5_ALevel_art_design_photography,KS5_ALevel_art_design_textiles,KS5_ALevel_design_and_tech_product_design,KS5_ALevel_drama_and_theatre,KS5_Engineeering_OCR_technical_diploma,KS5_engineeering_OCR_extended_certificate,KS5_Engineeering_VRQ_level3,KS5_Engineeering_OCR_technical_foundation_diploma,KS5_ASLevel_film_studies,KS5_ALevel_film_studies,KS5_OCR_level3_multimedia,KS5_OCR_extended_level3_multimedia,KS5_ALevel_media_film_tv_studies,KS5_BTEC_Level3_music_performance_group,KS5_VRQ_Level3_music_performance_group,KS5_ASLevel_music,KS5_ALevel_music,KS5_ALevel_music_technology,KS5_BTEC_Level3_speech_and_drama_group
108095,4751,3834751,Cardinal Heenan Catholic High School,Secondary,Secondary,Voluntary,State-funded secondary,,Voluntary aided school,,,,E14000779,Leeds North East,E05011405,Moortown,LS6 4QE,LA Maintained,901 to 1000 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,251,555,192,170,362,0,0,0,496,421,917,0,917,917,141,15.4,141,15.4,,,,,,,,,,,,,,,,,,,19,,,,23,19,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107830,2308,3832308,Carlton Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000689,Elmet and Rothwell,E05011410,Rothwell,WF3 3RE,LA Maintained,301 to 400 pupils,0,0,0,16,19,35,18,26,44,43,39,82,94,89,183,0,0,0,0,0,0,0,0,0,171,173,322,22,344,333,28,8.1,28,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108059,4041,3834041,Carr Manor Community School,Through School,Through School,Foundation,State-funded secondary,Leeds Learning Alliance,Foundation school,,,Yes,E14000779,Leeds North East,E05011405,Moortown,LS17 5DJ,LA Maintained,1401 to 1500 pupils,0,0,0,0,0,0,31,29,60,64,56,120,130,115,245,316,329,645,193,214,407,0,0,0,734,743,1477,0,1477,1477,393,26.6,393,26.6,Working towards,,,,,,,,,,,,,,,,,,47,,,,36,,18,,,,,,,,,,,,,16,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
107962,2486,3832486,Castleton Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000781,Leeds West,E05011385,Armley,LS12 1JZ,LA Maintained,501 to 600 pupils,15,14,29,53,50,103,25,21,46,58,54,112,120,100,220,0,0,0,0,0,0,0,0,0,271,239,419,91,510,464.5,200,39.2,195,46.5,Working towards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107903,2427,3832427,Chapel Allerton Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000779,Leeds North East,E05011390,Chapel Allerton,LS7 3PD,LA Maintained,401 to 500 pupils,0,0,0,22,20,42,32,27,59,56,63,119,123,145,268,0,0,0,0,0,0,0,0,0,233,255,488,0,488,488,71,14.5,71,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146306,2027,3832027,Christ Church Upper Armley Church of England Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,Abbey Multi Academy Trust,Academy sponsor led,,,,E14000781,Leeds West,E05011385,Armley,LS12 3NU,Academy,101 to 200 pupils,0,0,0,0,0,0,13,8,21,26,27,53,56,63,119,0,0,0,0,0,0,0,0,0,95,98,193,0,193,193,95,49.2,95,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144824,2020,3832020,Christ The King Catholic Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,St Gregory The Great Catholic Academy Trust,Academy sponsor led,,,,E14000781,Leeds West,E05011385,Armley,LS13 2DX,Academy,101 to 200 pupils,0,0,0,0,0,0,12,11,23,22,17,39,45,54,99,0,0,0,0,0,0,0,0,0,79,82,161,0,161,161,53,32.9,53,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107820,2286,3832286,Churwell Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000826,Morley and Outwood,E05011406,Morley North,LS27 9HR,LA Maintained,401 to 500 pupils,0,0,0,19,23,42,30,30,60,70,49,119,116,124,240,0,0,0,0,0,0,0,0,0,235,226,435,26,461,448,39,8.5,39,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107958,2482,3832482,Clapgate Primary School,Primary,Primary,Foundation,State-funded primary,The Learning Trust (South Leeds),Foundation school,,,,E14000777,Leeds Central,E05011404,Middleton Park,LS10 4AW,LA Maintained,401 to 500 pupils,0,0,0,32,19,51,23,37,60,50,58,108,118,110,228,0,0,0,0,0,0,0,0,0,223,224,410,37,447,428.5,150,33.6,147,35.9,Registered,Gold,YES,YES,YES,YES,YES,,YES,YES,,,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145306,2022,3832022,Co-op Academy Beckfield,Primary,Primary,Academy & Free Schools,State-funded primary,The Co-Operative Academies Trust,Academy sponsor led,,,,E14000886,Pudsey,E05011409,Pudsey,BD4 8ER,Academy,201 to 300 pupils,0,0,0,10,15,25,15,13,28,27,25,52,53,53,106,0,0,0,0,0,0,0,0,0,105,106,211,0,211,211,95,45,95,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138986,2007,3832007,Co-op Academy Brownhill,Primary,Primary,Academy & Free Schools,State-funded primary,The Co-Operative Academies Trust,Academy sponsor led,,,,E14000777,Leeds Central,E05011388,Burmantofts & Richmond Hill,LS9 7DH,Academy,401 to 500 pupils,0,0,0,20,18,38,32,23,55,52,60,112,121,118,239,0,0,0,0,0,0,0,0,0,225,219,407,37,444,425.5,257,57.9,248,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139701,2012,3832012,Co-op Academy Nightingale,Primary,Primary,Academy & Free Schools,State-funded primary,The Co-Operative Academies Trust,Academy sponsor led,,,,E14000778,Leeds East,E05011394,Gipton & Harehills,LS9 7AX,Academy,401 to 500 pupils,0,0,0,0,0,0,25,30,55,52,68,120,119,121,240,0,0,0,0,0,0,0,0,0,196,219,415,0,415,415,250,60.2,250,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139077,2010,3832010,Co-op Academy Oakwood,Primary,Primary,Academy & Free Schools,State-funded primary,The Co-Operative Academies Trust,Academy sponsor led,,,,E14000778,Leeds East,E05011394,Gipton & Harehills,LS8 3LZ,Academy,401 to 500 pupils,0,0,0,24,20,44,28,27,55,49,69,118,136,102,238,0,0,0,0,0,0,0,0,0,237,218,427,28,455,441,202,44.4,197,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144588,4110,3834110,Co-op Academy Priesthorpe,Secondary,Secondary,Academy & Free Schools,State-funded secondary,The Co-Operative Academies Trust,Academy converter,,,,E14000886,Pudsey,E05011389,Calverley & Farsley,LS28 5SG,Academy,1001 to 1100 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,330,570,164,236,400,60,61,121,464,627,1091,0,1091,1091,305,28,277,28.6,,,,,,,,,,,,,,,,,33,,,,,,,,,,,60,,,29,,,,,,,25,,29,,,2,,,,,,,3,,,,,,,,,,,,,,,,
139015,2008,3832008,Co-op Academy Woodlands,Primary,Primary,Academy & Free Schools,State-funded primary,The Co-Operative Academies Trust,Academy sponsor led,,,,E14000778,Leeds East,E05011394,Gipton & Harehills,LS9 6DA,Academy,401 to 500 pupils,0,0,0,17,31,48,29,28,57,53,67,120,120,123,243,0,0,0,0,0,0,0,0,0,219,249,420,48,468,444,315,67.3,288,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137065,4065,3834065,Co-operative Academy of Leeds,Secondary,Secondary,Academy & Free Schools,State-funded secondary,The Co-Operative Academies Trust,Academy sponsor led,,,,E14000777,Leeds Central,E05011388,Burmantofts & Richmond Hill,LS9 7HD,Academy,801 to 900 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,261,509,180,172,352,0,0,0,428,433,861,0,861,861,467,54.2,465,54.3,,,,,,,,,,,,,,,,,41,,,,,,34,,,,16,,,,,,,,,,,30,,36,,,,,,,,,,,,,,,,,,,,,,,,,,
107963,2487,3832487,Cobden Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000781,Leeds West,E05012648,Farnley & Wortley,LS12 5LA,LA Maintained,201 to 300 pupils,0,0,0,20,13,33,15,7,22,30,30,60,53,65,118,0,0,0,0,0,0,0,0,0,118,115,212,21,233,222.5,113,48.5,113,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147271,2031,3832031,Cockburn Haigh Road Academy,Primary,Infant,Academy & Free Schools,State-funded primary,Cockburn Multi Academy Trust,Academy sponsor led,,,,E14000689,Elmet and Rothwell,E05011410,Rothwell,LS26 0NQ,Academy,101 to 200 pupils,0,0,0,8,14,22,15,15,30,25,40,65,0,0,0,0,0,0,0,0,0,0,0,0,48,69,107,10,117,112,36,30.8,36,33.6,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145927,4077,3834077,Cockburn John Charles Academy,Secondary,Secondary,Academy & Free Schools,State-funded secondary,Cockburn Multi Academy Trust,Academy sponsor led,,,,E14000777,Leeds Central,E05011404,Middleton Park,LS10 2JU,Academy,1201 to 1300 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,359,746,219,243,462,0,0,0,606,602,1208,0,1208,1208,624,51.7,623,51.7,Registered,,,,,,,,,,,,,,,,27,,2,,42,,3,16,17,,,,,,,151,,,,,28,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,
148616,4081,3834081,Cockburn Laurence Calvert Academy,Secondary,Secondary,Academy & Free Schools,State-funded secondary,Cockburn Multi Academy Trust,Free schools,,,,E14000777,Leeds Central,E05011404,Middleton Park,LS10 4UZ,Academy,401 to 500 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,228,418,0,0,0,0,0,0,190,228,418,0,418,418,176,42.1,176,42.1,,,,,,,,,,,,,,,,,N/A - new,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142585,4047,3834047,Cockburn School,Secondary,Secondary,Academy & Free Schools,State-funded secondary,Cockburn Multi Academy Trust,Academy converter,,,,E14000777,Leeds Central,E05012647,Beeston & Holbeck,LS11 5TT,Academy,1201 to 1300 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,414,815,229,229,458,0,0,0,630,643,1273,0,1273,1273,434,34.1,434,34.1,Working towards,Platinum,,,,,,,,,,,,,,,55,,1,,41,,1,70,,,,,,,,,,,,,34,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,
108011,3357,3833357,Collingham Lady Elizabeth Hastings Church of England Voluntary Aided Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000689,Elmet and Rothwell,E05011396,Harewood,LS22 5BS,LA Maintained,201 to 300 pupils,0,0,0,0,0,0,13,17,30,27,33,60,59,59,118,0,0,0,0,0,0,0,0,0,99,109,208,0,208,208,10,4.8,10,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146233,2453,3832453,Colton Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,Red Kite Learning Trust,Academy converter,,,,E14000778,Leeds East,E05013831,Temple Newsam,LS15 9AL,Academy,201 to 300 pupils,0,0,0,19,11,30,13,17,30,29,31,60,54,65,119,0,0,0,0,0,0,0,0,0,115,124,227,12,239,233,15,6.3,15,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108042,3903,3833903,Cookridge Holy Trinity Church of England Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000780,Leeds North West,E05012841,Adel & Wharfedale,LS16 7EZ,LA Maintained,401 to 500 pupils,0,0,0,0,0,0,28,30,58,57,63,120,120,116,236,0,0,0,0,0,0,0,0,0,205,209,414,0,414,414,32,7.7,32,7.7,,,YES,,YES,YES,,,,,YES,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107894,2418,3832418,Cookridge Primary School,Primary,Primary,Foundation,State-funded primary,The Leeds North West Education Partnership Foundation,Foundation school,,,,E14000780,Leeds North West,E05011413,Weetwood,LS16 7DH,LA Maintained,301 to 400 pupils,0,0,0,0,0,0,24,21,45,47,45,92,90,85,175,0,0,0,0,0,0,0,0,0,161,151,312,0,312,312,69,22.1,69,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148759,6015,3836015,Core Training and Development,N/A,N/A,Independent,Independent school,,Other independent school,,Yes,,E14000781,Leeds West,E05012648,Farnley & Wortley,LS12 5JB,Independent,Up to 100 pupils,#VALUE!,#VALUE!,z,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,7,23,20,10,30,25,z,z,z,z,,,,,,,,,,,,,,,,,N/A - new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148294,4752,3834752,Corpus Christi Catholic College,Secondary,Secondary,Academy & Free Schools,State-funded secondary,St Gregory The Great Catholic Academy Trust,Academy converter,,,,E14000778,Leeds East,E05013831,Temple Newsam,LS9 0TT,Academy,801 to 900 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,281,541,163,179,342,0,0,0,423,460,883,0,883,883,267,30.2,267,30.2,,,YES,,,,,,,,,,,,,,34,,,,,,35,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,
108024,3370,3833370,Corpus Christi Catholic Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000778,Leeds East,E05013831,Temple Newsam,LS9 0HA,LA Maintained,201 to 300 pupils,0,0,0,0,0,0,17,26,43,38,46,84,64,77,141,0,0,0,0,0,0,0,0,0,119,149,268,0,268,268,100,37.3,100,37.3,Awarded,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138973,2006,3832006,Cottingley Primary Academy,Primary,Primary,Academy & Free Schools,State-funded primary,Academies Enterprise Trust,Academy sponsor led,,,,E14000777,Leeds Central,E05012647,Beeston & Holbeck,LS11 0HU,Academy,201 to 300 pupils,0,0,0,20,24,44,22,17,39,36,38,74,75,66,141,0,0,0,0,0,0,0,0,0,153,145,261,37,298,279.5,140,47,137,52.5,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138304,4107,3834107,Crawshaw Academy,Secondary,Secondary,Academy & Free Schools,State-funded secondary,Red Kite Learning Trust,Academy sponsor led,,,,E14000886,Pudsey,E05011409,Pudsey,LS28 9HU,Academy,1101 to 1200 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,347,680,193,217,410,19,9,28,545,573,1118,0,1118,1118,212,19,209,19.2,,,,,,,,,,,,,,,,,,23,20,8,32,,,,,,22,,,,46,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
107934,2458,3832458,Cross Gates Primary School,Primary,Primary,Foundation,State-funded primary,The Leeds East Primary Partnership,Foundation school,,,,E14000778,Leeds East,E05011400,Killingbeck & Seacroft,LS15 7NB,LA Maintained,201 to 300 pupils,10,8,18,16,18,34,16,14,30,33,26,59,65,50,115,0,0,0,0,0,0,0,0,0,140,116,256,0,256,256,120,46.9,120,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107854,2347,3832347,Crossley Street Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000689,Elmet and Rothwell,E05011414,Wetherby,LS22 6RT,LA Maintained,201 to 300 pupils,0,0,0,16,14,30,16,14,30,27,33,60,59,56,115,0,0,0,0,0,0,0,0,0,118,117,235,0,235,235,17,7.2,17,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107876,2400,3832400,Deighton Gates Primary School,Primary,Primary,Foundation,State-funded primary,Wharfe Valley Learning Partnership,Foundation school,,,,E14000689,Elmet and Rothwell,E05011414,Wetherby,LS22 7XL,LA Maintained,201 to 300 pupils,0,0,0,0,0,0,15,16,31,38,22,60,63,56,119,0,0,0,0,0,0,0,0,0,116,94,210,0,210,210,15,7.1,15,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144743,4075,3834075,Dixons Trinity Chapeltown,Through School,Through School,Academy & Free Schools,State-funded secondary,Dixons Academies Trust,Free schools,,,Yes,E14000779,Leeds North East,E05011390,Chapel Allerton,LS7 4AW,Academy,801 to 900 pupils,0,0,0,0,0,0,23,37,60,58,60,118,73,77,150,181,153,334,109,115,224,0,0,0,444,442,886,0,886,886,357,40.3,357,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146363,4078,3834078,Dixons Unity Academy,Secondary,Secondary,Academy & Free Schools,State-funded secondary,Dixons Academies Trust,Academy sponsor led,,,,E14000781,Leeds West,E05011385,Armley,LS12 3DS,Academy,801 to 900 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,294,583,135,168,303,0,0,0,424,462,886,0,886,886,428,48.3,426,48.2,Registered,,,,,,,,,,,,,,,20,2,,1,,21,,,,,,,,,,,,,,,,32,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
134407,3921,3833921,Drighlington Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000826,Morley and Outwood,E05011406,Morley North,BD11 1JY,LA Maintained,401 to 500 pupils,0,0,0,26,23,49,22,28,50,53,57,110,109,106,215,0,0,0,0,0,0,0,0,0,210,214,402,22,424,413,55,13,54,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142423,2504,3832504,East Ardsley Primary Academy,Primary,Primary,Academy & Free Schools,State-funded primary,Leodis Academies Trust,Academy converter,,,,E14000826,Morley and Outwood,E05011384,Ardsley & Robin Hood,WF3 2BA,Academy,401 to 500 pupils,0,0,0,22,32,54,21,39,60,58,61,119,105,131,236,0,0,0,0,0,0,0,0,0,206,263,439,30,469,454,65,13.9,65,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140068,2395,3832395,East Garforth Primary Academy,Primary,Primary,Academy & Free Schools,State-funded primary,Delta Academies Trust,Academy converter,,,,E14000689,Elmet and Rothwell,E05013830,Garforth & Swillington,LS25 2HF,Academy,201 to 300 pupils,0,0,0,8,13,21,11,12,23,29,34,63,69,70,139,0,0,0,0,0,0,0,0,0,117,129,246,0,246,246,35,14.2,35,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142629,2018,3832018,Ebor Gardens Primary Academy,Primary,Primary,Academy & Free Schools,State-funded primary,Wellspring Academy Trust,Academy sponsor led,,,,E14000777,Leeds Central,E05011388,Burmantofts & Richmond Hill,LS9 7PY,Academy,401 to 500 pupils,0,0,0,20,17,37,29,22,51,44,63,107,112,114,226,0,0,0,0,0,0,0,0,0,205,216,388,33,421,404.5,187,44.4,182,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145879,2024,3832024,Elements Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,Wellspring Academy Trust,Free schools,,,,E14000777,Leeds Central,E05011404,Middleton Park,LS10 4WR,Academy,201 to 300 pupils,0,0,0,0,0,0,28,31,59,67,45,112,50,57,107,0,0,0,0,0,0,0,0,0,145,133,278,0,278,278,82,29.5,82,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141940,4070,3834070,Elliott Hudson College,16 plus,16 plus,Academy & Free Schools,State-funded secondary,The Gorse Academies Trust,Free schools 16 to 19,,,,E14000826,Morley and Outwood,E05011406,Morley North,LS11 0LT,Academy,1001 to 1100 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,505,1061,556,505,1061,0,1061,1061,193,18.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,22,,18,2,17,24,,,,,,17,,,19,,,,8,12,
107981,2505,3832505,Farsley Farfield Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000886,Pudsey,E05011389,Calverley & Farsley,LS28 5ED,LA Maintained,401 to 500 pupils,0,0,0,19,18,37,35,19,54,53,68,121,117,122,239,0,0,0,0,0,0,0,0,0,224,227,448,3,451,449.5,56,12.4,56,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107849,2338,3832338,Farsley Springbank Primary School,Primary,Junior,Community,State-funded primary,,Community school,,,,E14000886,Pudsey,E05011389,Calverley & Farsley,LS28 5LE,LA Maintained,401 to 500 pupils,0,0,0,0,0,0,26,34,60,58,62,120,114,123,237,0,0,0,0,0,0,0,0,0,198,219,417,0,417,417,24,5.8,24,5.8,Awarded ,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107945,2469,3832469,Fieldhead Carr Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000778,Leeds East,E05011391,Cross Gates & Whinmoor,LS14 2EG,LA Maintained,301 to 400 pupils,0,0,0,23,16,39,33,28,61,49,59,108,70,84,154,0,0,0,0,0,0,0,0,0,175,187,347,15,362,354.5,98,27.1,96,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107968,2492,3832492,Five Lanes Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000781,Leeds West,E05012648,Farnley & Wortley,LS12 4NB,LA Maintained,401 to 500 pupils,0,0,0,24,24,48,33,26,59,58,62,120,121,118,239,0,0,0,0,0,0,0,0,0,236,230,445,21,466,455.5,104,22.3,103,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134973,3926,3833926,Fountain Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000826,Morley and Outwood,E05011407,Morley South,LS27 0AW,LA Maintained,401 to 500 pupils,0,0,0,17,15,32,31,29,60,51,48,99,119,116,235,0,0,0,0,0,0,0,0,0,218,208,414,12,426,420,93,21.8,93,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108117,6117,3836117,Fulneck School,Through School,Through School,Independent,Independent school,,Other independent school,,,,E14000886,Pudsey,E05011409,Pudsey,LS28 8DS,Independent,301 to 400 pupils,#VALUE!,#VALUE!,z,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,168,146,314,0,314,314,z,z,z,z,,,,,,,,,,,,,,,,,10,,,,,,9,5,,,,,,,,,1,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,
136343,4112,3834112,Garforth Academy,Secondary,Secondary,Academy & Free Schools,State-funded secondary,Delta Academies Trust,Academy converter,,,,E14000689,Elmet and Rothwell,E05013830,Garforth & Swillington,LS25 1LJ,Academy,1701 pupils and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,477,930,311,289,600,196,174,370,960,940,1900,0,1900,1900,220,11.6,199,13,,,,,,,,,,,,,,,,,42,,,,,,35,34,,,34,,,,23,,7,,,,,,,,,,1,,8,,,,,4,4,,,,,,,,,23,,,,,,
