time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type,gender,subject,total_exam_entries,grade,percentage_achieving
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Biology,85219,2,2
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Biology,84354,2,1.6
202122,Academic year,National,E92000001,England,Final,All schools,Total,Biology,169573,2,1.8
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Biology,85219,1,1
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Biology,84354,1,0.6
202122,Academic year,National,E92000001,England,Final,All schools,Total,Biology,169573,1,0.8
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Biology,85219,Covid impacted,0.7
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Biology,84354,Covid impacted,0.4
202122,Academic year,National,E92000001,England,Final,All schools,Total,Biology,169573,Covid impacted,0.6
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Business,59006,91AstarG,97.2
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Business,40588,91AstarG,97.8
202122,Academic year,National,E92000001,England,Final,All schools,Total,Business,99594,91AstarG,97.4
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Business,59006,94AstarC,72.9
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Business,40588,94AstarC,76.4
202122,Academic year,National,E92000001,England,Final,All schools,Total,Business,99594,94AstarC,74.3
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Business,59006,97AstarA,26
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Business,40588,97AstarA,31.7
202122,Academic year,National,E92000001,England,Final,All schools,Total,Business,99594,97AstarA,28.4
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Business,59006,9 to 5,59.6
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Business,40588,9 to 5,64
202122,Academic year,National,E92000001,England,Final,All schools,Total,Business,99594,9 to 5,61.4
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Business,59006,9,6.2
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Business,40588,9,9.1
202122,Academic year,National,E92000001,England,Final,All schools,Total,Business,99594,9,7.4
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Business,59006,8,8.6
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Business,40588,8,10
202122,Academic year,National,E92000001,England,Final,All schools,Total,Business,99594,8,9.2
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Business,59006,7,11.3
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Business,40588,7,12.5
202122,Academic year,National,E92000001,England,Final,All schools,Total,Business,99594,7,11.8
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Business,59006,6,16.9
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Business,40588,6,16.6
202122,Academic year,National,E92000001,England,Final,All schools,Total,Business,99594,6,16.8
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Business,59006,5,16.7
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Business,40588,5,15.7
202122,Academic year,National,E92000001,England,Final,All schools,Total,Business,99594,5,16.2
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Business,59006,4,13.3
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Business,40588,4,12.4
202122,Academic year,National,E92000001,England,Final,All schools,Total,Business,99594,4,13
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Business,59006,3,12.4
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Business,40588,3,11.8
202122,Academic year,National,E92000001,England,Final,All schools,Total,Business,99594,3,12.1
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Business,59006,2,7.5
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Business,40588,2,6.6
202122,Academic year,National,E92000001,England,Final,All schools,Total,Business,99594,2,7.1
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Business,59006,1,4.4
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Business,40588,1,3.1
202122,Academic year,National,E92000001,England,Final,All schools,Total,Business,99594,1,3.8
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Business,59006,Covid impacted,0.9
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Business,40588,Covid impacted,0.8
202122,Academic year,National,E92000001,England,Final,All schools,Total,Business,99594,Covid impacted,0.9
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chemistry,83016,91AstarG,98.8
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chemistry,82091,91AstarG,99
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chemistry,165107,91AstarG,98.9
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chemistry,83016,94AstarC,92.2
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chemistry,82091,94AstarC,92.7
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chemistry,165107,94AstarC,92.4
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chemistry,83016,97AstarA,49.1
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chemistry,82091,97AstarA,50.5
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chemistry,165107,97AstarA,49.8
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chemistry,83016,9 to 5,83
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chemistry,82091,9 to 5,83.3
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chemistry,165107,9 to 5,83.1
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chemistry,83016,9,15.9
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chemistry,82091,9,16.6
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chemistry,165107,9,16.2
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chemistry,83016,8,16.3
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chemistry,82091,8,16.8
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chemistry,165107,8,16.5
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chemistry,83016,7,16.9
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chemistry,82091,7,17.1
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chemistry,165107,7,17
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chemistry,83016,6,18
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chemistry,82091,6,17.5
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chemistry,165107,6,17.7
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chemistry,83016,5,16
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chemistry,82091,5,15.2
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chemistry,165107,5,15.6
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chemistry,83016,4,9.2
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chemistry,82091,4,9.4
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chemistry,165107,4,9.3
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chemistry,83016,3,4
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chemistry,82091,3,4.2
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chemistry,165107,3,4.1
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chemistry,83016,2,1.8
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chemistry,82091,2,1.6
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chemistry,165107,2,1.7
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chemistry,83016,1,0.8
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chemistry,82091,1,0.5
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chemistry,165107,1,0.7
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chemistry,83016,Covid impacted,0.6
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chemistry,82091,Covid impacted,0.4
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chemistry,165107,Covid impacted,0.5
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chinese,2229,91AstarG,84.5
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chinese,2284,91AstarG,80.4
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chinese,4513,91AstarG,82.5
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chinese,2229,94AstarC,78.8
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chinese,2284,94AstarC,77.2
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chinese,4513,94AstarC,78
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chinese,2229,97AstarA,61.8
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chinese,2284,97AstarA,62.3
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chinese,4513,97AstarA,62
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chinese,2229,9 to 5,75.6
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chinese,2284,9 to 5,74.6
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chinese,4513,9 to 5,75.1
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chinese,2229,9,34.6
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chinese,2284,9,38.1
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chinese,4513,9,36.4
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chinese,2229,8,14.1
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chinese,2284,8,13.7
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chinese,4513,8,13.9
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chinese,2229,7,13
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chinese,2284,7,10.6
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chinese,4513,7,11.8
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chinese,2229,6,5.5
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chinese,2284,6,5.3
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chinese,4513,6,5.4
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chinese,2229,5,8.4
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chinese,2284,5,7
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chinese,4513,5,7.7
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chinese,2229,4,3.1
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chinese,2284,4,2.6
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chinese,4513,4,2.9
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chinese,2229,3,3.3
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chinese,2284,3,1.5
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chinese,4513,3,2.4
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chinese,2229,2,1.7
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chinese,2284,2,1.1
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chinese,4513,2,1.4
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chinese,2229,1,0.8
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chinese,2284,1,0.6
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chinese,4513,1,0.7
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Chinese,2229,Covid impacted,14.5
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Chinese,2284,Covid impacted,18.8
202122,Academic year,National,E92000001,England,Final,All schools,Total,Chinese,4513,Covid impacted,16.7
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Civilisation,1588,91AstarG,97.8
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Civilisation,1869,91AstarG,97.2
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Civilisation,3457,91AstarG,97.5
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Civilisation,1588,94AstarC,87.9
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Civilisation,1869,94AstarC,90.2
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Civilisation,3457,94AstarC,89.2
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Civilisation,1588,97AstarA,47.5
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Civilisation,1869,97AstarA,56.2
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Civilisation,3457,97AstarA,52.2
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Civilisation,1588,9 to 5,80
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Civilisation,1869,9 to 5,82.3
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Civilisation,3457,9 to 5,81.2
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Civilisation,1588,9,16.1
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Civilisation,1869,9,20.4
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Civilisation,3457,9,18.5
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Civilisation,1588,8,14.5
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Civilisation,1869,8,17.5
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Civilisation,3457,8,16.1
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Civilisation,1588,7,16.9
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Civilisation,1869,7,18.3
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Civilisation,3457,7,17.7
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Civilisation,1588,6,18.1
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Civilisation,1869,6,15.4
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Civilisation,3457,6,16.6
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Civilisation,1588,5,14.3
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Civilisation,1869,5,10.7
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Civilisation,3457,5,12.4
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Civilisation,1588,4,7.9
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Civilisation,1869,4,7.9
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Civilisation,3457,4,7.9
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Civilisation,1588,3,6.1
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Civilisation,1869,3,3.9
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Civilisation,3457,3,4.9
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Civilisation,1588,2,2.4
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Civilisation,1869,2,1.8
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Civilisation,3457,2,2.1
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Civilisation,1588,1,1.4
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Civilisation,1869,1,1.2
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Civilisation,3457,1,1.3
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Civilisation,1588,Covid impacted,1.2
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Civilisation,1869,Covid impacted,2.6
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Civilisation,3457,Covid impacted,1.9
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Greek,551,91AstarG,98
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Greek,431,91AstarG,92.6
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Greek,982,91AstarG,95.6
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Greek,551,94AstarC,96.6
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Greek,431,94AstarC,90.3
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Greek,982,94AstarC,93.8
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Greek,551,97AstarA,90.2
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Greek,431,97AstarA,83.1
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Greek,982,97AstarA,87.1
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Greek,551,9 to 5,95.5
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Greek,431,9 to 5,88.4
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Greek,982,9 to 5,92.4
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Greek,551,9,59.2
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Greek,431,9,53.1
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Greek,982,9,56.5
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Greek,551,8,21.2
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Greek,431,8,20.2
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Greek,982,8,20.8
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Greek,551,7,9.8
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Greek,431,7,9.7
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Greek,982,7,9.8
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Greek,551,6,2.9
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Greek,431,6,4.2
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Greek,982,6,3.5
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Greek,551,5,2.4
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Greek,431,5,1.2
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Greek,982,5,1.8
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Greek,551,4,1.1
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Greek,431,4,1.9
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Greek,982,4,1.4
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Greek,551,3,0.7
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Greek,431,3,1.9
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Greek,982,3,1.2
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Greek,551,2,0.7
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Greek,431,2,0.5
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Greek,982,2,0.6
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Greek,551,1,0
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Greek,431,1,0
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Greek,982,1,0
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Classical Greek,551,Covid impacted,2
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Classical Greek,431,Covid impacted,7
202122,Academic year,National,E92000001,England,Final,All schools,Total,Classical Greek,982,Covid impacted,4.2
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,91AstarG,96.9
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,91AstarG,97.5
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,91AstarG,97.2
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,94AstarC,58.2
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,94AstarC,61.9
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,94AstarC,60
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,97AstarA,9.2
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,97AstarA,11.3
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,97AstarA,10.3
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,9 to 5,37.1
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,9 to 5,40.8
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,9 to 5,38.9
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,99,1.1
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,99,1.5
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,99,1.3
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,98,1.1
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,98,1.3
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,98,1.2
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,88,1.6
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,88,2.1
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,88,1.8
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,87,2.3
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,87,2.7
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,87,2.5
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,77,3.1
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,77,3.7
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,77,3.4
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,76,4.4
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,76,4.9
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,76,4.6
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,66,5.2
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,66,5.7
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,66,5.4
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,65,5.6
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,65,6.1
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,65,5.8
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,55,12.7
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,55,12.8
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,55,12.7
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,54,10.9
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,54,10.8
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,54,10.8
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,44,10.3
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,44,10.3
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,44,10.3
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,43,12.2
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,43,12.2
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,43,12.2
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,33,9.4
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,33,9.3
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,33,9.3
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,32,6.8
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,32,6.4
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,32,6.6
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,22,4.8
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,22,4
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,22,4.4
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,21,3.4
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,21,2.4
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,21,2.9
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,11,2.2
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,11,1.3
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,11,1.7
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Combined Science,215200,Covid impacted,0.1
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Combined Science,209471,Covid impacted,0
202122,Academic year,National,E92000001,England,Final,All schools,Total,Combined Science,424671,Covid impacted,0.1
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Computer Science,61531,91AstarG,96.1
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Computer Science,16923,91AstarG,96.1
202122,Academic year,National,E92000001,England,Final,All schools,Total,Computer Science,78454,91AstarG,96.1
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Computer Science,61531,94AstarC,73
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Computer Science,16923,94AstarC,77.3
202122,Academic year,National,E92000001,England,Final,All schools,Total,Computer Science,78454,94AstarC,73.9
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Computer Science,61531,97AstarA,31.8
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Computer Science,16923,97AstarA,39.7
202122,Academic year,National,E92000001,England,Final,All schools,Total,Computer Science,78454,97AstarA,33.5
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Computer Science,61531,9 to 5,60.6
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Computer Science,16923,9 to 5,66.9
202122,Academic year,National,E92000001,England,Final,All schools,Total,Computer Science,78454,9 to 5,61.9
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Computer Science,61531,9,8.4
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Computer Science,16923,9,12.4
202122,Academic year,National,E92000001,England,Final,All schools,Total,Computer Science,78454,9,9.3
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Computer Science,61531,8,11.3
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Computer Science,16923,8,13.8
202122,Academic year,National,E92000001,England,Final,All schools,Total,Computer Science,78454,8,11.8
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Computer Science,61531,7,12.1
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Computer Science,16923,7,13.6
202122,Academic year,National,E92000001,England,Final,All schools,Total,Computer Science,78454,7,12.4
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Computer Science,61531,6,14.8
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Computer Science,16923,6,14.8
202122,Academic year,National,E92000001,England,Final,All schools,Total,Computer Science,78454,6,14.8
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Computer Science,61531,5,13.9
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Computer Science,16923,5,12.4
202122,Academic year,National,E92000001,England,Final,All schools,Total,Computer Science,78454,5,13.6
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Computer Science,61531,4,12.4
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Computer Science,16923,4,10.4
202122,Academic year,National,E92000001,England,Final,All schools,Total,Computer Science,78454,4,12
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Computer Science,61531,3,10.1
202122,Academic year,National,E92000001,England,Final,All schools,Girls,Computer Science,16923,3,8.7
202122,Academic year,National,E92000001,England,Final,All schools,Total,Computer Science,78454,3,9.8
202122,Academic year,National,E92000001,England,Final,All schools,Boys,Computer Science,61531,2,7.9
