time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
199900,Academic year,National,E92000001,England,Final,Total Maths,Female,z,29,49,67,81,91,20175
200001,Academic year,National,E92000001,England,Final,Total Maths,Female,z,28,48,66,80,91,20254
200102,Academic year,National,E92000001,England,Final,Total Maths,Female,z,39,61,77,89,96,16381
200203,Academic year,National,E92000001,England,Final,Total Maths,Female,z,39,62,78,90,97,16753
200304,Academic year,National,E92000001,England,Final,Total Maths,Female,z,39,62,79,90,97,17638
200405,Academic year,National,E92000001,England,Final,Total Maths,Female,z,43,66,81,92,98,17423
200506,Academic year,National,E92000001,England,Final,Total Maths,Female,z,46,68,83,93,98,19168
200607,Academic year,National,E92000001,England,Final,Total Maths,Female,z,45,68,83,93,98,21177
200708,Academic year,National,E92000001,England,Final,Total Maths,Female,z,46,69,84,93,98,22809
200809,Academic year,National,E92000001,England,Final,Total Maths,Female,z,47,69,84,93,98,26109
200910,Academic year,National,E92000001,England,Final,Total Maths,Female,17,45,68,84,94,99,28251
201011,Academic year,National,E92000001,England,Final,Total Maths,Female,17,45,68,84,94,99,30224
201112,Academic year,National,E92000001,England,Final,Total Maths,Female,17,44,67,83,94,99,31206
201213,Academic year,National,E92000001,England,Final,Total Maths,Female,15,43,67,83,93,99,31622
201314,Academic year,National,E92000001,England,Final,Total Maths,Female,16,43,67,82,93,99,30635
201415,Academic year,National,E92000001,England,Final,Total Maths,Female,16,41,65,81,93,99,31830
201516,Academic year,National,E92000001,England,Final,Total Maths,Female,16,41,65,82,93,99,31494
201617,Academic year,National,E92000001,England,Final,Total Maths,Female,16,42,65,82,93,99,32808
201718,Academic year,National,E92000001,England,Revised,Total Maths,Female,14,42.2,66.1,82.6,93,98.4,34319
201819,Academic year,National,E92000001,England,Revised,Total Maths,Female,14.1,39.2,58,75.6,89.1,97.3,32025
201920,Academic year,National,E92000001,England,Final,Total Maths,Female,23,51.9,73.1,88.7,96.5,99.7,33728
202021,Academic year,National,E92000001,England,Final,Total Maths,Female,28.6,57.1,75.7,88.3,95.4,99.1,34073
202122,Academic year,National,E92000001,England,Revised,Total Maths,Female,21.7,48,65.2,80.3,91.9,98.2,32542
202223,Academic year,National,E92000001,England,Revised,Total Maths,Female,14.9,40.3,60.7,77,89.1,96.9,32945
199596,Academic year,National,E92000001,England,Final,Total Maths,Male,z,25,44,61,75,87,35007
199697,Academic year,National,E92000001,England,Final,Total Maths,Male,z,26,45,62,76,87,36014
199798,Academic year,National,E92000001,England,Final,Total Maths,Male,z,26,44,61,76,88,35936
199899,Academic year,National,E92000001,England,Final,Total Maths,Male,z,27,44,61,76,88,35622
199900,Academic year,National,E92000001,England,Final,Total Maths,Male,z,27,45,62,77,88,33499
200001,Academic year,National,E92000001,England,Final,Total Maths,Male,z,27,45,61,76,87,33903
200102,Academic year,National,E92000001,England,Final,Total Maths,Male,z,34,54,70,84,93,27775
200203,Academic year,National,E92000001,England,Final,Total Maths,Male,z,35,55,72,85,95,27700
200304,Academic year,National,E92000001,England,Final,Total Maths,Male,z,37,58,74,87,96,28379
200405,Academic year,National,E92000001,England,Final,Total Maths,Male,z,39,60,76,88,96,28611
200506,Academic year,National,E92000001,England,Final,Total Maths,Male,z,42,62,78,90,97,30637
200607,Academic year,National,E92000001,England,Final,Total Maths,Male,z,43,64,80,91,97,32154
200708,Academic year,National,E92000001,England,Final,Total Maths,Male,z,43,65,80,91,98,34809
200809,Academic year,National,E92000001,England,Final,Total Maths,Male,z,44,66,81,92,98,38408
200910,Academic year,National,E92000001,England,Final,Total Maths,Male,17,45,66,81,92,98,41552
201011,Academic year,National,E92000001,England,Final,Total Maths,Male,19,45,66,82,92,98,45322
201112,Academic year,National,E92000001,England,Final,Total Maths,Male,19,45,66,82,93,99,46871
201213,Academic year,National,E92000001,England,Final,Total Maths,Male,19,44,65,82,92,98,48945
201314,Academic year,National,E92000001,England,Final,Total Maths,Male,19,44,65,81,92,98,48401
201415,Academic year,National,E92000001,England,Final,Total Maths,Male,20,44,65,81,92,99,50196
201516,Academic year,National,E92000001,England,Final,Total Maths,Male,20,44,65,81,92,99,50038
201617,Academic year,National,E92000001,England,Final,Total Maths,Male,20,44,65,81,92,99,51418
201718,Academic year,National,E92000001,England,Revised,Total Maths,Male,18,44,65.8,81.7,92.1,97.8,53007
201819,Academic year,National,E92000001,England,Revised,Total Maths,Male,18.4,42.3,59.6,75.5,88.7,96.8,51112
201920,Academic year,National,E92000001,England,Final,Total Maths,Male,24.2,49.1,68.5,85.2,94.8,99.4,52344
202021,Academic year,National,E92000001,England,Final,Total Maths,Male,28.5,53.2,71,84.6,93.4,98.8,54190
202122,Academic year,National,E92000001,England,Revised,Total Maths,Male,24.1,47.5,63.1,77.8,89.7,97.4,54523
202223,Academic year,National,E92000001,England,Revised,Total Maths,Male,18.1,42.4,60.7,76,88.2,96.1,55308
199596,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,22,40,60,76,89,39554
199697,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,22,43,62,78,90,38149
199798,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,25,46,65,81,92,36488
199899,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,25,47,66,82,92,34440
199900,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,27,49,68,83,93,30997
200001,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,28,50,69,83,93,30910
200102,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,32,57,77,90,97,28256
200203,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,34,60,79,91,98,27475
200304,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,35,62,81,93,98,27052
200405,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,36,63,82,93,98,26665
200506,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,38,66,83,94,98,28010
200607,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,39,67,85,95,99,28377
200708,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,40,68,86,95,99,29423
200809,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,z,42,69,86,95,99,29529
200910,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,9,42,70,87,96,99,29855
201011,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,10,44,72,89,96,99,29241
201112,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,9,43,72,89,97,99,28375
201213,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,9,42,72,88,96,99,27252
201314,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,9,42,72,89,97,99,26477
201415,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,11,42,71,88,96,99,27732
201516,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,10,42,71,88,96,99,26796
201617,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,12,43,72,88,96,99,26512
201718,Academic year,National,E92000001,England,Revised,Total Modern  languages,All students,11.6,42.5,70.2,87.3,95.7,98.9,25764
201819,Academic year,National,E92000001,England,Revised,Total Modern  languages,All students,12.5,40.9,69,86.4,95.1,98.5,24665
201920,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,23.7,58.6,82.2,94.6,98.5,99.3,22472
202021,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,34,66.3,86.2,95.9,98.8,99.5,22692
202122,Academic year,National,E92000001,England,Revised,Total Modern  languages,All students,25.9,56,77.8,90.4,96.7,99,23037
202223,Academic year,National,E92000001,England,Revised,Total Modern  languages,All students,14.2,43.5,70.5,86.4,95,98.5,20921
199596,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,21,40,59,76,88,27173
199697,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,21,41,61,78,90,26175
199798,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,23,44,63,80,91,25077
199899,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,24,45,65,81,92,23735
199900,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,26,47,67,83,93,21172
200001,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,27,48,67,82,92,20800
200102,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,31,56,76,90,97,18715
200203,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,33,59,78,91,98,17989
200304,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,35,61,81,93,98,17730
200405,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,35,63,82,93,98,17320
200506,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,37,64,83,94,99,18121
200607,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,38,66,84,95,99,18250
200708,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,39,67,85,95,99,18992
200809,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,z,41,68,85,95,99,18923
200910,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,9,42,69,87,96,99,19184
201011,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,9,43,72,88,96,99,18779
201112,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,9,44,72,88,96,99,18173
201213,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,9,42,71,88,96,99,17537
201314,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,9,42,71,89,97,100,16863
201415,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,10,42,71,88,96,99,17881
201516,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,10,42,71,88,96,99,17104
201617,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,12,43,71,88,96,99,16991
201718,Academic year,National,E92000001,England,Revised,Total Modern  languages,Female,11.7,42.5,69.9,86.8,95.6,99,16659
201819,Academic year,National,E92000001,England,Revised,Total Modern  languages,Female,12.8,41.2,68.8,86.3,95.1,98.7,16020
201920,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,23.6,58.5,82.3,94.8,98.6,99.4,15054
202021,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,33.6,65.9,86.4,96.1,98.9,99.6,15269
202122,Academic year,National,E92000001,England,Revised,Total Modern  languages,Female,25,55,77,90.1,96.7,99,15322
202223,Academic year,National,E92000001,England,Revised,Total Modern  languages,Female,14.4,43.1,69.9,86.2,95,98.5,13725
199596,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,24,43,62,78,89,12381
199697,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,24,45,63,79,90,11974
199798,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,27,49,69,84,93,11411
199899,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,28,50,69,83,93,10705
199900,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,30,52,70,84,93,9825
200001,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,31,54,73,86,94,10110
200102,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,34,58,78,90,97,9541
200203,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,36,62,80,91,98,9486
200304,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,36,63,81,92,98,9322
200405,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,37,64,83,93,98,9345
200506,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,39,68,85,94,98,9889
200607,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,41,69,86,95,99,10127
200708,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,42,70,86,95,99,10431
200809,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,z,43,71,87,95,99,10606
200910,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,10,43,71,88,95,99,10671
201011,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,10,45,73,89,96,99,10462
201112,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,9,43,73,89,97,99,10202
201213,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,9,43,72,89,96,99,9715
201314,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,9,43,73,89,96,99,9614
201415,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,11,43,72,89,96,99,9851
201516,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,10,42,71,88,96,99,9692
201617,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,12,43,72,89,96,99,9521
201718,Academic year,National,E92000001,England,Revised,Total Modern  languages,Male,11.5,42.4,70.9,88.1,95.7,98.7,9105
201819,Academic year,National,E92000001,England,Revised,Total Modern  languages,Male,11.9,40.3,69.3,86.4,95.2,98.3,8643
201920,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,24,58.8,81.9,94.1,98.2,99.1,7418
202021,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,35,67.1,85.6,95.4,98.5,99.4,7421
